,cardId,parameter,cardSubtitle,cardFilter4Tri,cardFilter4Display,cardFilter0Tri,cardFilter1Tri,cardFilter2Tri,cardFilter3Tri,cardFilter5Display,cardSection5Text,cardSection6Text,isNew,cardTitre,cardImage,copyright,cardSection1Text,cardSection2Text,cardInfo1,cardInfo2,cardSection4Text,cardFilter4DisplaySingular,cardFilter1Display,cardFilter2Display,cardFilter3Display,cardFilter5Tri,cardFilter6Display,cardFilter6Tri,cardSection1Title,cardSection3Title,cardSection3Text,cardSection4Title,cardSection5Title,cardSection6Title,cardSection7Title,cardSection7Text,cardTeaserImage
81,82,amir-suissa,"Fondateur de Wefox, Zurich",f-entrepreneurs,Entrepreneurs,,f-plus-40,f-alemanique,f-homme,Finance,,https://www.linkedin.com/in/amirsuissa/,not-new,Amir Suissa,img/2018/amir_suissa.jpg,DR,"Amir Suissa est un véritable fondateur en série: il a créé Swissinvest.com en 1996, puis First Tuesday SA en 2000, avant de fonder DeinDeal en 2010, devenue en cinq ans seulement une entreprise valant plusieurs millions. Aujourd’hui, il œuvre pour la start-up de technologie d’assurance Wefox, où il a vu grand dès le début: «Nous voulons devenir l’Uber des courtiers en assurances», déclarait Amir Suissa dès 2015. La plateforme d’assurance compte désormais 250 000 clients enregistrés. Après avoir découvert personnellement l’entreprise, la star américaine Ashton Kutcher y a investi des millions de dollars. Jusqu’à présent, les investisseurs ont injecté un total de 50 millions d’euros dans Wefox.",,"Fondateur de Wefox, Zurich",46 ans,,entrepreneurs,,,,,,,,,,,,,,,img/2018/teaser/amir_suissa.jpg
82,83,tej-tadi,"Fondateur et CEO de MindMaze, Lausanne",f-entrepreneurs,Entrepreneurs,,f-moins-40,f-romand,f-homme,Santé, https://www.letemps.ch/economie/mindmaze-ne-va-quitter-suisse,https://www.linkedin.com/in/tejtadi/,not-new,Tej Tadi,img/2018/tej_tadi.jpg,DR,"Tej Tadi est ingénieur électricien de formation. Mais c’est comme jeune entrepreneur le plus prospère de Suisse qu’il s’est fait connaître. En quatre ans, l’Indien de naissance a construit l’entreprise MindMaze «avec un optimisme infini, beaucoup de persévérance et surtout de la substance», souligne-t-il. Le spin-off de l’EPFL développe un logiciel de réalité virtuelle pour aider les patients victimes d’un accident vasculaire cérébral. L’objectif est ambitieux: «Chaque entreprise, qu’elle soit pharmaceutique ou qu’elle fabrique des appareils médicaux, doit utiliser la technologie MindMaze.» L’entrée en bourse se fera ces prochaines années. Elle sera intéressante pour Tej Tadi, qui détient plus de 40% des parts.",,"Fondateur et CEO de MindMaze, Lausanne",37 ans,«Mindmaze ne va pas quitter la Suisse» ,entrepreneurs,,,,,,,,,,,,,,,img/2018/teaser/tej_tadi.jpg
83,84,estefania-tapias,"Chair of Information Architecture, EPF Zurich",f-chercheurs,Chercheurs,,f-moins-40,f-alemanique,f-femme,Recherche,,https://www.linkedin.com/in/estefaniatapias/,is-new,Estefania Tapias,img/2018/estefania_tapias.jpg,DR,"Architecture, numérisation, urbanisation, recherche climatique: de nombreuses marmites mijotent dans la cuisine d’Estefania Tapias. La Colombienne prépare un plat alléchant, en particulier pour les urbanistes: intitulé Architecture de l’information, il rend les espaces urbains modernes plus attrayants. Dans l’équipe de douze personnes du professeur Gerhard Schmitt et à l’aide d’enregistrements, elle étudie depuis 2013 à l’EPFZ l’influence des conditions climatiques et architecturales sur la qualité de la vie urbaine. Elle travaille pour le laboratoire Future Cities de l’EPF à Singapour, ou pour le projet qu’elle a lancé, Urban Climate & Information Cities. Ce dernier s’intéresse principalement à l’ombre projetée par les bâtiments de Zurich, Berlin ou Barranquilla (Colombie).
Estefania Tapias enseigne également à l’EPFZ, et dans des cours en ligne sur le portail d’apprentissage EdX sur les thèmes des villes intelligentes et du futur. Et pour encourager les femmes actives «à se soutenir mutuellement dans leur environnement professionnel et à être moins compétitives», elle a fondé le réseau WeSpace. L’an dernier, le magazine Forbes a inscrit Estefania Tapias sur la liste des 30 chercheurs les plus prometteurs de moins de 30 ans dans le domaine «science et santé».",,"Chair of Information Architecture, EPF Zurich",30 ans,,chercheurs,,,,,,,,,,,,,,,img/2018/teaser/estefania_tapias.jpg
84,85,dominik-tarolli,"Fondateur Procedural, directeur Esri, Redlands (Californie)",f-leaders,Leaders,,f-plus-40,f-alemanique,f-homme,Finance,,https://www.linkedin.com/in/dominiktarolli/,is-new,Dominik Tarolli,img/2018/dominik_tarolli.jpg,DR,"Pour Dominik Tarolli, le moment de fonder sa start-up n’aurait pas pu être pire: c’est exactement au début de la crise financière mondiale de 2008 qu’il a lancé Procedural avec ses partenaires cofondateurs. D’un coup, la quête de financements s’est avérée difficile, voire impossible. C’est grâce à lui, cependant, que Procedural a survécu et a été racheté en 2011 par le géant des logiciels Esri pour un prix estimé entre 10 et 15 millions de francs.
C’est sans doute la technologie convaincante de la jeune entreprise qui a séduit. Avec son logiciel servant à la modélisation 3D de sites et d’immeubles, Procedural a ouvert de nouvelles perspectives aux planificateurs municipaux, aux architectes et aux régisseurs. Dans sa fonction de directeur chez Esri, en Californie, Dominik Tarolli reste dans son domaine de prédilection, responsable qu’il est de 3D Geodesign. Le Saint-Gallois peut aujourd’hui montrer à ses enfants, dans les films made in Hollywood, son application pour logiciels. Des films tels que Man of Steel et Independance Day: Resurgence misent sur sa technique de représentation innovante.",,"Fondateur Procedural, directeur Esri, Redlands (Californie)",44 ans,,leaders,,,,,,,,,,,,,,,img/2018/teaser/dominik_tarolli.jpg
85,86,patrick-thevoz,"Cofondateur et CEO de Flyability, Lausanne",f-entrepreneurs,Entrepreneurs,,f-moins-40,f-romand,f-homme,Electronique, https://www.letemps.ch/economie/drone-valley-suisse-setend-cesse,https://www.linkedin.com/in/pthevoz/,is-new,Patrick Thévoz,img/2018/patrick_thevoz.jpg,Tina Sturzenegger,"Le commerce des drones explose. En 2006, les ventes de robots volants dans le monde représentaient 2 milliards de francs, contre plus de 40 milliards aujourd’hui; ce volume devrait atteindre 100 milliards d’ici à 2030. Certains fabricants suisses sont également impliqués dans ce secteur en pleine croissance. Par exemple Flyability: bien qu’elle n’ait que 4 ans, la start-up fondée par Patrick Thévoz et Adrien Briod (32 ans) s’est déjà fait un nom à l’international.
La jeune entreprise lausannoise d’environ 70 employés a mis au point un drone résistant aux chocs. L’appareil a été protégé par une grille et équipé d’une caméra HD et thermique. Elios, c’est le nom de ce drone, est petit et très maniable. Sa particularité est d’atteindre des endroits étroits et inaccessibles, où les avions conventionnels doivent abandonner. Parmi les 250 clients de Flyability figurent des compagnies pétrolières, des corps de police et d’unités spéciales. Plus de 400 drones ont été vendus jusqu’ici, au prix unitaire de 25 000 francs, y compris la formation au vol et les pièces de rechange.",,"Cofondateur et CEO de Flyability, Lausanne",32 ans,«La «Drone Valley» suisse s’étend sans cesse» ,entrepreneurs,,,,,,,,,,,,,,,img/2018/teaser/patrick_thevoz.jpg
86,87,yann-tissot,"Cofondateur et CEO L.E.S.S., Renens",f-entrepreneurs,Entrepreneurs,,f-moins-40,f-romand,f-homme,Marketing?, https://www.letemps.ch/economie/less-veut-creer-une-usine-centaines-demplois,https://www.linkedin.com/in/yann-tissot-8846251/,is-new,Yann Tissot,img/2018/yann_tissot.jpg,DR,"Au début, il y avait l’ampoule à incandescence. Puis sont arrivés le néon et les LED. Et maintenant la lumière de L.E.S.S. C’est par ces mots qu’un membre du jury justifia le fait que la start-up soit, cette année, distinguée parmi les meilleures jeunes entreprises de Suisse par le Swiss Economic Forum. Car les solutions d’éclairage développées par L.E.S.S. (acronyme de Light Efficient SystemS) sont innovantes, carrément révolutionnaires.
Cette technologie d’éclairage naît de fibres de verre nanoactives à travers lesquelles s’écoule la lumière laser et qui ont un diamètre inférieur à celui d’un cheveu humain. Les fondateurs de l’entreprise, Yann Tissot et Simon Rivier, en sont persuadés: le produit de la jeune entreprise de Renens (VD) relègue la technologie LED. Le fait est que les sources lumineuses de L.E.S.S. nécessitent moins d’espace que les LED, s’avèrent plus efficaces et fournissent une lumière plus homogène. Les industries qui doivent éclairer aussi précisément que possible leurs processus de production délicats figurent parmi ses clients, notamment des manufactures horlogères, mais aussi la medtech, l’électronique et l’industrie spatiale.
Reste que, en dépit des multiples distinctions récoltées, la start-up vaudoise cherche toujours à percer dans la production de masse et mise prioritairement sur l’industrie automobile. Car ses conducteurs d’ondes lumineuses économisant le courant et nécessitant peu d’espace sont parfaitement appropriés à un usage sur des véhicules, d’autant qu’ils sont moitié moins lourds que les systèmes d’éclairage traditionnels. Une première voiture a été équipée d’éclairages à fibre de verre il y a un et demi déjà. Et au dernier Salon de Genève, un grand groupe automobile allemand a présenté la nouveauté sur un concept car.",,"Cofondateur et CEO L.E.S.S., Renens",39 ans,«L.E.S.S. veut créer une usine et des centaines d’emplois» ,entrepreneurs,,,,,,,,,,,,,,,img/2018/teaser/yann_tissot.jpg
87,88,sandra-tobler,"Cofondatrice et CEO de Futurae Technologies, Zurich",f-leaders,Leaders,,f-moins-40,f-alemanique,f-femme,Services informatiques, https://www.letemps.ch/economie/femmes-technologie-fieres-letre,https://www.linkedin.com/in/toblersa/,is-new,Sandra Tobler,img/2018/sandra_tobler.jpg,David Wagnières/Le Temps,"La société de cybersécurité Futurae Technologies rend les sites web, l’e-banking, les connexions aux appareils mobiles ou IdO plus sûrs, sans que l’utilisateur s’en aperçoive. «Comme les gens utilisent toujours les mêmes mots de passe et se servent de leur e-mail professionnel à des fins privées, les connexions protégées par un seul nom d’utilisateur et mot de passe ne sont plus sécurisées», explique Sandra Tobler, la patronne de 39 ans. Avec son équipe, elle a donc adopté une nouvelle approche: en plus du mot de passe, ils utilisent des sons et des informations de contexte pour l’authentification. Les principaux clients sont des sociétés financières et des assurances. Sandra Tobler franchit un pas de plus: «A l’avenir, nous allons générer des données sensibles sur nos vêtements, nos objets du quotidien ou notre mobilité.» Pour pouvoir effectuer des transactions sûres aussi dans cet environnement, elle et son équipe ont déjà des solutions. Les moyens financiers sont disponibles, Futurae vient d’achever avec succès sa première ronde de financement.",,"Cofondatrice et CEO de Futurae Technologies, Zurich",39 ans,«Femmes de technologie et fières de l'être» ,leaders,,,,,,,,,,,,,,,img/2018/teaser/sandra_tobler.jpg
88,89,grace-torrellas,"Evangéliste de la blockchain, Lausanne",f-bienfaiteurs,Bienfaiteurs,,f-plus-40,f-romand,f-femme,Blockchain,,https://www.linkedin.com/in/gtorrellas/,is-new,Grace Torrellas,img/2018/grace_torrellas.jpg,DR,"Blockchain par-ci, blockchain par-là, blockchain partout. La technologie promet de tout rendre plus rapide, plus efficace et plus transparent, ce qui entre-temps est devenu une préoccupation des groupes internationaux. Un aspect est souvent oublié, dans tout ce battage sur la blockchain: l’impact social. Mais aux yeux de Grace Torrellas, la technologie de la blockchain sert surtout à rendre le monde «meilleur». Elle offre l’outil parfait pour suivre de près l’état des dons: avec Giveth.io, Grace Torrellas veut atteindre un nouveau niveau de transparence et de responsabilité pour les dons par le biais de la blockchain Ethereum.
Avec sa dernière initiative «Blockchain 4 Humanity», la diplômée de Stanford et de l’EPFL veut avec un programme de soutien de 12 mois encourager d’autres start-up à faire le bien à l’aide de la blockchain. Grace Torrellas ne rate donc jamais une occasion de promouvoir le potentiel de la technologie. Elle est en contact avec la start-up fintech Nexussquared à Zurich. Avec son fondateur Daniel Gasteiger, Grace Torrellas initie des rencontres sur la blockchain, comme au Liechtenstein, la deuxième Crypto Valley après Zoug.",,"Evangéliste de la blockchain, Lausanne",49 ans,,bienfaiteurs,,,,,,,,,,,,,,,img/2018/teaser/grace_torrellas.jpg
89,90,luc-van-gool,"Computer Vision Lab, EPF Zurich",f-chercheurs,Chercheurs,,f-plus-40,f-alemanique,f-homme,Recherche,,https://www.linkedin.com/in/luc-van-gool-1b4a689/,not-new,Luc Van Gool,img/2018/luc_van_gool.jpg,DR,"De nos jours, les gens aiment parler d’apprentissage automatisé, d’intelligence artificielle et de la façon dont les robots apprennent à penser. Les décennies de recherche ayant appris au robot à voir sont un peu oubliées. Le principal chercheur dans ce domaine est Luc Van Gool, du Computer Vision Lab de l’EPFZ. En vingt ans, le Belge a remporté 13 prix dans son domaine. Sa technologie est désormais utilisée dans des téléphones mobiles, les lunettes VR et les véhicules autonomes. En 2017 Luc Van Gool a fait la une avec le plan de ville 3D VarCity, une application utilisant des images de drones, webcams et médias sociaux pour produire un paysage urbain dynamique.",,"Computer Vision Lab, EPF Zurich",58 ans,,chercheurs,,,,,,,,,,,,,,,img/2018/teaser/luc_van_gool.jpg
90,91,pascale-vonmont,"CEO Fondation Gebert Rüf, Bâle",f-facilitateurs,Facilitateurs,,f-plus-40,f-alemanique,f-femme,Recherche,,https://www.linkedin.com/in/pascalevonmont/,not-new,Pascale Vonmont,img/2018/pascale_vonmont.jpg,Salvatore Vinci,"Pascale Vonmont est une figure clé dans la promotion de start-up. La docteure en chimie travaille pour la Fondation Gebert Rüf depuis près de vingt ans, comme CEO depuis un an. Financée par le capital de 220 millions de francs de Heinrich et Klaus Gebert, la fondation soutient des projets scientifiques novateurs dans les hautes écoles et s’adresse aux jeunes entrepreneurs. Chaque année, l’équipe de quatre personnes dispose de 15 millions pour soutenir une soixantaine de projets. L’expertise de Pascale Vonmont est aussi recherchée ailleurs; elle siège notamment au conseil de fondation de la Swiss Entrepreneurs Foundation.",,"CEO Fondation Gebert Rüf, Bâle",51 ans,,facilitateurs,,,,,,,,,,,,,,,img/2018/teaser/pascale_vonmont.jpg
91,92,jean-pierre-vuilleumier,"Directeur général de la start-up Invest, Berne",f-facilitateurs,Facilitateurs,,f-plus-40,f-alemanique,f-homme,Finance,,https://www.linkedin.com/in/jvuilleumier/,not-new,Jean-Pierre Vuilleumier,img/2018/jean_pierre_vuilleumier.jpg,DR,"«Maître suisse du tangage», c’est ainsi que Jean-Pierre Vuilleumier se désigne lui-même. Il enseigne aux start-up comment bien vendre une analyse de rentabilisation en Suisse. Ce n’est là qu’un petit parmi les nombreux rôles que «Vui» ou «JP», comme on l’appelle dans le milieu, a assumés ces vingt dernières années. Le plus important jusqu’ici: il dirige les affaires courantes de la start-up Invest (anciennement CTI-Invest), une plateforme aidant les jeunes entreprises suisses en matière de financement. Il a la crédibilité pour le faire: il a lui-même été actif dans les start-up.",,"Directeur général de la start-up Invest, Berne",59 ans,,facilitateurs,,,,,,,,,,,,,,,img/2018/teaser/jean_pierre_vuilleumier.jpg
92,93,steffen-wagner,"Cofondateur et co-PDG d’Investiere, Verve Capital Partners, Baar (ZG)",f-facilitateurs,Facilitateurs,,f-plus-40,f-alemanique,f-homme,Finance, https://www.letemps.ch/economie/nest-investira-une-part-capital-startup,https://www.linkedin.com/in/steffen-wagner-3229b920/,is-new,Steffen Wagner,img/2018/steffen_wagner.jpg,DR,"Créée en 2010, la société de capital-risque numérique Investiere.ch investit dans des start-up avec son réseau et son savoir-faire. Avec le cofondateur Lukas Weber, Steffen Wagner a choisi une autre approche de financement que celle des fonds de capital-risque classiques: «Nous identifions d’abord les start-up les plus prometteuses et les examinons sous toutes les coutures, puis nous les présentons à nos investisseurs en ligne», explique Steffen Wagner.
Investiere.ch accepte les investisseurs participant à hauteur d’au moins 10 000 francs et soutient les start-up par son expertise et son réseau. Sur les 1000 start-up examinées l’an dernier, 16 ont bénéficié d’un investissement. Cette année, une vingtaine de jeunes entreprises peuvent espérer une injection de fonds. Seize mille membres sont enregistrés chez Investiere.ch, dont 3000 investisseurs. En plus des investisseurs privés, il y a depuis deux ans des investisseurs institutionnels comme la caisse de pension suisse Nest et La Poste.
La Banque cantonale zurichoise est actionnaire de l’entreprise de Steffen Wagner depuis 2016. 17,4 millions de francs ont été investis l’an dernier; cette année, cela devrait être 25 millions. «Depuis 2015, notre volume d’investissement a doublé chaque année», affirme Steffen Wagner. Aujourd’hui, l’entreprise se développe à l’international.",,"Cofondateur et co-PDG d’Investiere, Verve Capital Partners, Baar (ZG)",44 ans,«Nest investira une part de son capital dans des start-up» ,facilitateurs,,,,,,,,,,,,,,,img/2018/teaser/steffen_wagner.jpg
93,94,cedric-waldburger,"Cofondateur de Tenderloin Ventures, Zoug",f-entrepreneurs,Entrepreneurs,,f-moins-40,f-alemanique,f-homme,Blockchain, https://www.google.ch/search?q=site%3Awww.letemps.ch+%E2%80%9CC%C3%A9dric+Waldburger%E2%80%9D,https://www.linkedin.com/in/cedricwaldburger/,is-new,Cédric Waldburger,img/2018/cedric_waldburger.jpg,Désirée Good|Le Temps,"Déjà tout jeune, Cédric Waldburger sortait de l’ordinaire. Pendant que ses amis s’amusaient dehors, le petit Cédric apprenait seul divers langages de programmation informatique. Sa première entreprise, il l’a fondée à l’âge de 14 ans. Quatre ans plus tard avec Fabian Villiger, il lance Mediasign, une agence de publicité située à Rapperswil qui continue à bien marcher. Plus tard, il étudie l’électrotechnique à l’EPFZ et à Hong Kong. Mais la fièvre du fondateur l’a atteint depuis longtemps, et il ne s’est jamais éloigné des ordinateurs et d’internet. «J’ai une grande passion pour les start-up», dit-il.
Après avoir obtenu son diplôme, Cédric Waldburger a créé des start-up technologiques à Berlin, New York et Hong Kong. Il s’est alors rendu compte que les jeunes entrepreneurs avaient besoin de son capital, mais aussi de son réseau et de ses connaissances. En 2013, il a créé à nouveau avec Fabian Villiger la société d’investissement Tenderloin Ventures à Zoug. Elle détient dix participations dans de jeunes entreprises. Les deux hommes sont apparus plusieurs fois comme investisseurs fondateurs, par exemple de la start-up suisse Amorana, une boutique en ligne de jouets érotiques, ou de la ferme en ligne Farmy. «Je trouve le développement actuel du domaine de la blockchain passionnant», déclare Cédric Waldburger. Il investit beaucoup de temps dans l’organisation à but non lucratif Dfinity, un projet d’informatique en nuage basé sur une blockchain. «C’est là que j’installe le bureau suisse.»
Cédric Waldburger passe environ 300 jours par an en voyage, visite les start-up de son portefeuille dans le monde entier, conseille de jeunes entrepreneurs et discute avec des clients et des partenaires commerciaux. A 30 ans, il fait passer sa vie privée après sa vie agitée de spécialiste du capital-risque avec fonction de conseil. Il y a deux ans, il a remis son appartement à Zurich et a donné tout son mobilier. Depuis, toutes ses possessions tiennent dans une valise, il vit principalement à l’hôtel, parfois chez des amis, et revient toujours à Rapperswil, où il a grandi. Cédric Waldburger transporte exactement 64 articles dans ses bagages, y compris un drone. Ce qui le motive? «Le désir de m’améliorer et de grandir sans cesse. Je recherche constamment des moyens de tester et de repousser mes limites. Et je m’amuse bien.»",,"Cofondateur de Tenderloin Ventures, Zoug",30 ans,"«Entrepreneur sans domicile fixe, avec seulement 64 objets personnels» ",entrepreneurs,,,,,,,,,,,,,,,img/2018/teaser/cedric_waldburger.jpg
94,95,patrick-warnking,"Directeur de Google Suisse, Zurich",f-grandes-entreprises,Grandes entreprises,,f-plus-40,f-alemanique,f-homme,Services informatiques,,https://www.linkedin.com/in/warnking/,not-new,Patrick Warnking,img/2018/patrick_warnking.jpg,Karl-Heinz Hug,"Patrick Warnking est à la tête de Google Suisse depuis sept ans. Sous le règne de ce natif allemand, l’organisation nationale locale s’est développée pour devenir, avec 2500 employés actuellement, le site du groupe le plus important hors Etats-Unis. En Suisse, Patrick Warnking ne dirige pas seulement l’équipe de vente, le laboratoire de développement et bientôt un centre de données, il s’engage inlassablement pour la digitalisation de la Suisse. «La formation et la formation continue sont des questions centrales, sinon les plus importantes», affirme-t-il. Il veut donc enseigner aux enfants et aux jeunes comment utiliser correctement les technologies de l’information. Il s’occupe actuellement aussi de questions liées à «mobile first», à la vidéo, au virtuel et à la réalité augmentée, en particulier pour des entreprises suisses.",,"Directeur de Google Suisse, Zurich",50 ans,,grandes entreprises,,,,,,,,,,,,,,,img/2018/teaser/patrick_warnking.jpg
95,96,basil-weibel,"Cofondateur et CEO Wingtra, Zurich",f-entrepreneurs,Entrepreneurs,,f-moins-40,f-alemanique,f-homme,Electronique,,https://www.linkedin.com/in/basil-weibel-a3146a1b/,is-new,Basil Weibel,img/2018/basil_weibel.jpg,Michèle Limina,"Dans le développement des drones, la Suisse fait partie des pays pionniers. Du coup, les jeunes entreprises sont nombreuses à se concurrencer dans ce secteur de croissance. Wingtra se distingue par un engin volant spécial. Pour construire son drone, l’entreprise, née en 2016 d’un spin-off du département Autonomous Systems Lab de l’Institut für Robotik und Intelligente Systeme de l’EPFZ, s’est inspirée des propriétés de l’avion et de l’hélicoptère. Le résultat se nomme WingtraOne, un robot volant qui sait décoller à la verticale puis, grâce à un mécanisme de pliage, continuer de voler comme un drone habituel. C’est Basil Weibel, titulaire d’un bachelor en économie politique et d’un master en construction de machines, qui a développé le concept aérodynamique. Et c’est lui qui a porté Wingtra sur les fonts baptismaux, avec Elias Kleinmann, Sebastian Verling et Maximilian Boosfeld.
A la différence des produits concurrents, WingtraOne a besoin de très peu de place pour décoller et atterrir. En plus, cela permet d’éviter le risque considérable de dommages lors des atterrissages de drones. Grâce à un mode de construction particulier, Wingtra peut embarquer des caméras lourdes qui, bien sûr, fournissent des images avec une meilleure définition. Ce drone est donc particulièrement approprié aux images du ciel, notamment pour l’agriculture: il est ainsi possible d’optimiser l’utilisation d’engrais. Les autres domaines d’engagement sont les constructions d’infrastructures, les mines à ciel ouvert et toutes les activités qui peuvent être surveillées depuis les airs.
Ce printemps, la start-up zurichoise a lancé son prochain modèle de VTOL (acronyme pour vertical takeoff and landing): le WingtraOne PKK est un drone de haute précision qui fournit des cartes aériennes très détaillées. Et en peu de temps: le robot volant cartographie en l’espace d’une heure une superficie de 130 hectares. La technologie dite PKK (post-processed kinematics) autorise une précision encore très supérieure à celle du GPS. Bien qu’elle soit âgée de 2 ans seulement, Wingtra, avec ses 50 collaborateurs, est en phase d’expansion: plus de 100 drones ont été construits en 2017, ils devraient être plusieurs milliers dans quelques années. Alors Wingtra et Basil Weibel engrangeront des bénéfices.",,"Cofondateur et CEO Wingtra, Zurich",30 ans,,entrepreneurs,,,,,,,,,,,,,,,img/2018/teaser/basil_weibel.jpg
96,97,christian-wenger,"Touche-à-tout, Zurich",f-facilitateurs,Facilitateurs,,f-plus-40,f-alemanique,f-homme,????,,https://www.linkedin.com/in/christian-wenger-07260bbb/,not-new,Christian Wenger,img/2018/christian_wenger.jpg,DR,"Christian «Chrigu» Wenger est l’une des personnes en Suisse qui portent le plus de casquettes numériques, et pour les plus longues durées: l’avocat d’affaires s’occupe de start-up, de technologie et d’innovation chez Wenger & Viel depuis 1996. Comme à l’époque n’existait quasi aucun soutien pour les jeunes entrepreneurs, il en a lui-même créé: CTI Startup et CTI Invest, aujourd’hui dénommées respectivement Innosuisse et Startup Invest, l’incubateur Blue Lion à Zurich, la Swiss Entrepreneurs Foundation pour start-up ou les Start-up Days à Berne. Il vient de démissionner de son poste de président de Digital Switzerland, mais il continuera à siéger au comité directeur. Chez Innhub La Punt, il est responsable de la numérisation des régions de montagne; chez SECA, il s’occupe de capital-risque et de financement de capital d’amorçage. La liste pourrait être encore longue. Et parce que tout cela ne suffit pas, Christian Wenger s’engage aussi financièrement, comme coach et membre du conseil d’administration de différentes start-up.",,"Touche-à-tout, Zurich",54 ans,,facilitateurs,,,,,,,,,,,,,,,img/2018/teaser/christian_wenger.jpg
97,98,roland-zeller,"Directeur et propriétaire d’Innuvik Ventures, Bottighofen (TG)",f-facilitateurs,Facilitateurs,,f-plus-40,f-alemanique,f-homme,Finance,,https://www.linkedin.com/in/rolizeller/,is-new,Roland Zeller,img/2018/roland_zeller.jpg,DR,"La carrière du fondateur et investisseur Roland Zeller est marquée par le voyage: en 2000, le Bernois lançait l’agence de voyages en ligne Travel.ch et poursuivait son expansion en Europe du Nord comme directeur général; en 2012, l’entreprise était rachetée par Hotelplan. Le parfait exemple de ses investissements dans le secteur touristique est GetYourGuide, un site proposant des visites guidées et des excursions aux touristes. Roland Zeller a été le premier investisseur de l’entreprise cherchant à entrer en bourse.
En 2017 démarrait le prochain projet voyage, cette fois avec son fils Niklas: ils fondaient Viselio, une société facilitant la demande de visas. La première version propose la Russie, la Chine, l’Inde et la Biélorussie, mais l’offre doit être étendue «à toutes les destinations à visa», selon le multifondateur. Comme partenaire de la société de capital-risque Redalpine, Roland Zeller a pour mission d’observer le monde du voyage. Sa vision n’a jamais été étroite: il a été investisseur providentiel et/ou membre du conseil d’administration de plus d’une douzaine de start-up, par exemple chez Parku, loueur de places de stationnement, ou chez AgriCircle, une plateforme web pour les agriculteurs. Cet homme de 48 ans a regroupé ses activités et ses investissements dans sa société Innuvik Ventures.",,"Directeur et propriétaire d’Innuvik Ventures, Bottighofen (TG)",48 ans,,facilitateurs,,,,,,,,,,,,,,,img/2018/teaser/roland_zeller.jpg
98,99,claude-zellweger,"Directeur du design Daydream chez Google, Mountain View (Californie)",f-grandes-entreprises,Grandes entreprises,,f-plus-40,"f-f-expat
",f-homme,Services informatiques,https://www.letemps.ch/economie/marche-y-place-monde,https://www.linkedin.com/in/claude-zellweger-a519001/,not-new,Claude Zellweger,img/2018/claude_zellweger.jpg,Tanja Demarmels,"«Les nerds l’ont enfin en main», le gros titre d’octobre 2017 sur le nouveau design des outils Google, on le doit au Lucernois d’origine Claude Zellweger, 46 ans. L’as du design, qui a appris ce qu’est la peur auprès du fabricant taïwanais de téléphones portables HTC Apple, est responsable depuis début 2017 du projet de réalité virtuelle «Daydream» à Mountain View, et travaille donc sur la «prochaine et peut-être dernière interface entre l’homme et la machine». Ironie de l’histoire, le défi consiste à faire réussir le projet Google qui, contrairement à celui de son ancien employeur Vive, a encore du potentiel. Avec les nouveaux appareils Google colorés, les dés sont jetés.",,"Directeur du design Daydream chez Google, Mountain View (Californie)",46 ans,«Sur ce marché il y a de la place pour tout le monde»,grandes entreprises,,,,,,,,,,,,,,,img/2018/teaser/claude_zellweger.jpg
